image,x,y,mask,lifecycle
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,223,355,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.223.355.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,55,282,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.55.282.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,41,319,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.41.319.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,246,95,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.246.95.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,211,102,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.211.102.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,310,325,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.310.325.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,315,272,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.315.272.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,347,248,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.347.248.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,364,296,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.364.296.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,312,383,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_1200_2000.312.383.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,279,129,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.279.129.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,347,234,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.347.234.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,248,109,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.248.109.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,341,151,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.341.151.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,275,88,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.275.88.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_3200_2000.png,175,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0001_3200_2000.175.110.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,339,232,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.339.232.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,357,335,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.357.335.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,369,166,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.369.166.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,332,50,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_2000.332.50.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,381,62,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.381.62.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,382,110,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.382.110.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,56,292,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.56.292.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,208,371,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.208.371.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,34,81,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.34.81.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,121,132,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.121.132.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,47,162,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.47.162.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,135,80,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.135.80.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,181,130,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.181.130.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,233,150,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_4000_400.233.150.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_1600.png,277,82,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_0_1600.277.82.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,210,145,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.210.145.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,232,171,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.232.171.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,325,163,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0055_1600_1600.325.163.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0060_2400_1200.png,326,259,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_2400_1200.326.259.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,261,331,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.261.331.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,358,199,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.358.199.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,191,329,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_2800_2000.191.329.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,134,158,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.134.158.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,132,80,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.132.80.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,313,213,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.313.213.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,296,128,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_2400_2800.296.128.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,76,237,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.76.237.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,240,195,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_2800_0.240.195.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,155,317,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.155.317.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,196,255,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.196.255.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,257,242,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.257.242.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,237,305,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.237.305.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,81,376,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.81.376.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,153,289,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.153.289.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,369,103,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.369.103.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_2400_1200.png,379,129,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_2400_1200.379.129.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_400_2800.png,256,331,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_400_2800.256.331.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_2800.png,261,209,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_0_2800.261.209.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_2800.png,97,116,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_0_2800.97.116.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_2800.png,242,162,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_0_2800.242.162.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_2800.png,215,337,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_0_2800.215.337.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_2800.png,328,331,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_0_2800.328.331.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0004_3600_800.png,272,379,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0004_3600_800.272.379.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0004_3600_800.png,219,204,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0004_3600_800.219.204.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3200_2000.png,164,269,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_3200_2000.164.269.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3200_2000.png,159,177,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_3200_2000.159.177.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3200_2000.png,125,75,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_3200_2000.125.75.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3200_2000.png,250,176,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_3200_2000.250.176.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3200_2000.png,246,252,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_3200_2000.246.252.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3200_2000.png,31,237,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_3200_2000.31.237.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0046_1600_3200.png,242,166,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0046_1600_3200.242.166.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0043_1200_400.png,146,210,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0043_1200_400.146.210.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0043_1200_400.png,113,167,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0043_1200_400.113.167.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,346,89,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.346.89.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,272,147,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.272.147.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,228,147,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.228.147.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,171,128,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.171.128.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,71,365,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.71.365.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,333,314,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.333.314.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_1200.png,40,263,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3600_1200.40.263.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0013_2800_0.png,356,85,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0013_2800_0.356.85.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_2000_3200.png,232,210,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_2000_3200.232.210.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0011_2400_2800.png,339,84,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0011_2400_2800.339.84.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_2000_3200.png,131,209,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_2000_3200.131.209.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_2000_3200.png,331,30,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_2000_3200.331.30.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,188,123,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.188.123.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,248,123,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.248.123.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,190,72,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.190.72.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,161,163,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.161.163.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,315,106,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.315.106.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,363,101,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.363.101.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,384,142,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.384.142.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,319,212,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.319.212.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0037_4000_1600.png,214,186,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_4000_1600.214.186.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_400_2000.png,365,190,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_400_2000.365.190.mask.npy,unknown
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_3200_2800.png,339,20,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.339.20.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_3200_2800.png,315,150,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.315.150.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_3200_2800.png,388,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.388.73.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,260,101,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.260.101.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_3200_2800.png,209,45,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_3200_2800.209.45.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,383,66,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.383.66.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,342,139,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.342.139.mask.npy,ripening
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,365,184,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.365.184.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,262,159,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.262.159.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,235,150,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.235.150.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_800_2800.png,196,253,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0054_800_2800.196.253.mask.npy,unripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_2800_2000.png,91,161,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.91.161.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_2800_2000.png,179,183,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_2800_2000.179.183.mask.npy,ripe
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_400_400.png,315,156,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_400.315.156.mask.npy,unknown
